TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

SERIES
name,label,description,link
V44201362,"Securities purchased under resale agreements","Assets",https://www.bankofcanada.ca/valet/series/V44201362
V41838392,"Days transacted","Total overdraft loans",https://www.bankofcanada.ca/valet/series/V41838392
V41838394,"Days transacted","Total positive balances",https://www.bankofcanada.ca/valet/series/V41838394
V41838396,"Days transacted","Special deposit accounts",https://www.bankofcanada.ca/valet/series/V41838396
V41838378,"Days transacted","Total overdraft loans",https://www.bankofcanada.ca/valet/series/V41838378
V41838380,"Days transacted","Total positive balances",https://www.bankofcanada.ca/valet/series/V41838380
V41838382,"Days transacted","Special deposit accounts",https://www.bankofcanada.ca/valet/series/V41838382
FSR_2016Dec_c2s1,"FSR_2016Dec_c2s1","December 2016 FSR; Chart 2; Debt-to-disposable-income ratio; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2s1
FSR_2016Dec_c2s2,"FSR_2016Dec_c2s2","December 2016 FSR; Chart 2; Debt-to-asset ratio; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2s2
FSR_2016Dec_c2s3,"FSR_2016Dec_c2s3","December 2016 FSR; Chart 2; Total debt-service ratio; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2s3
FSR_2016Dec_c5s1,"FSR_2016Dec_c5s1","December 2016 FSR; Chart 5; Year-over-year growth in quality-adjusted prices; Greater Vancouver Area, Vancouver Island, Victoria and Fraser Valley",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c5s1
FSR_2016Dec_c5s2,"FSR_2016Dec_c5s2","December 2016 FSR; Chart 5; Year-over-year growth in quality-adjusted prices; Greater Toronto Area",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c5s2
FSR_2016Dec_c5s3,"FSR_2016Dec_c5s3","December 2016 FSR; Chart 5; Year-over-year growth in quality-adjusted prices; Calgary, Saskatoon and Regina",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c5s3
FSR_2016Dec_c5s4,"FSR_2016Dec_c5s4","December 2016 FSR; Chart 5; Year-over-year growth in quality-adjusted prices; Ottawa, Montréal and Moncton",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c5s4
FSR_2016Dec_c5s5,"FSR_2016Dec_c5s5","December 2016 FSR; Chart 5; Year-over-year growth in quality-adjusted prices; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c5s5
FSR_2016Dec_c6s1,"FSR_2016Dec_c6s1","December 2016 FSR; Chart 6; Three-month annualized growth rate in quality-adjusted house prices; Greater Vancouver Area",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c6s1
FSR_2016Dec_c6s2,"FSR_2016Dec_c6s2","December 2016 FSR; Chart 6; Sales-to-listings ratio; Greater Vancouver Area",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c6s2
FSR_2016Dec_c7s1,"FSR_2016Dec_c7s1","December 2016 FSR; Chart 7; Market value of external liabilities (foreign direct investment) as a percentage of GDP at market prices; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c7s1
FSR_2016Dec_c7s2,"FSR_2016Dec_c7s2","December 2016 FSR; Chart 7; Market value of external liabilities (debt securities) as a percentage of GDP at market prices; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c7s2
FSR_2016Dec_c7s3,"FSR_2016Dec_c7s3","December 2016 FSR; Chart 7; Market value of external liabilities (portfolio equities) as a percentage of GDP at market prices; Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c7s3
FSR_2016Dec_c8s1,"FSR_2016Dec_c8s1","December 2016 FSR; Chart 8; Share of residential mortgages in arrears; Alberta and Saskatchewan",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c8s1
FSR_2016Dec_c8s2,"FSR_2016Dec_c8s2","December 2016 FSR; Chart 8; Share of residential mortgages in arrears; Rest of Canada",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c8s2
FSR_2016Dec_c2As1,"FSR_2016Dec_c2As1","December 2016 FSR; Chart 2-A; How has your share of corporate bond trading done on an agency basis changed in the last two years? Increased significantly",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2As1
FSR_2016Dec_c2As2,"FSR_2016Dec_c2As2","December 2016 FSR; Chart 2-A; How has your share of corporate bond trading done on an agency basis changed in the last two years? Increased somewhat",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2As2
FSR_2016Dec_c2As3,"FSR_2016Dec_c2As3","December 2016 FSR; Chart 2-A; How has your share of corporate bond trading done on an agency basis changed in the last two years? Relatively unchanged",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2As3
FSR_2016Dec_c2As4,"FSR_2016Dec_c2As4","December 2016 FSR; Chart 2-A; How has your share of corporate bond trading done on an agency basis changed in the last two years? Declined somewhat",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2As4
FSR_2016Dec_c2As5,"FSR_2016Dec_c2As5","December 2016 FSR; Chart 2-A; How has your share of corporate bond trading done on an agency basis changed in the last two years? Declined significantly",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2As5
FSR_2016Dec_c2As6,"FSR_2016Dec_c2As6","December 2016 FSR; Chart 2-A; How has your share of corporate bond trading done on an agency basis changed in the last two years? Not sure",https://www.bankofcanada.ca/valet/series/FSR_2016Dec_c2As6
V37370,"Treasury bills","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/V37370
V37371,"Bonds","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/V37371
V42141665,"Bonds inflation adjustment","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/V42141665
V42141664,"Bonds (inflation adjusted)","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/V42141664
V37369,"Total","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/V37369
V42141663,"Total (inflation adjusted)","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/V42141663
V37382,"Treasury bills","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/V37382
V37383,"Bonds","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/V37383
V37347,"Short-term instruments","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/V37347
V37363,"Total","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/V37363
V37377,"Treasury bills","Securities - General Public",https://www.bankofcanada.ca/valet/series/V37377
V37323,"Canada Bills issued in U.S. dollars","Securities - General Public",https://www.bankofcanada.ca/valet/series/V37323
V37378,"Marketable bonds and notes","Securities - General Public",https://www.bankofcanada.ca/valet/series/V37378
V42141667,"Marketable bonds and notes inflation adjustment","Securities - General Public",https://www.bankofcanada.ca/valet/series/V42141667
V42141666,"Marketable bonds and notes (inflation adjusted)","Securities - General Public",https://www.bankofcanada.ca/valet/series/V42141666
V37295,"Retail debt","Securities - General Public",https://www.bankofcanada.ca/valet/series/V37295
V37339,"Total","Securities - General Public",https://www.bankofcanada.ca/valet/series/V37339
V42141672,"Total (inflation adjusted)","Securities - General Public",https://www.bankofcanada.ca/valet/series/V42141672
V37340,"Total securities outstanding","Securities",https://www.bankofcanada.ca/valet/series/V37340
V42141673,"Total securities outstanding (inflation adjusted)","Securities",https://www.bankofcanada.ca/valet/series/V42141673
INDEX_RATIO_2050,"Real Return Bonds - Index ratio 2050","Real Return Bonds - Index ratio 2050",https://www.bankofcanada.ca/valet/series/INDEX_RATIO_2050
FSR_2017Jun_c2s1,"FSR_2017Jun_c2s1","June 2017 FSR; Chart 2; Residential mortgage credit and home equity lines of credit; Year-over-year growth; Canada",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c2s1
FSR_2017Jun_c2s2,"FSR_2017Jun_c2s2","June 2017 FSR; Chart 2; Consumer credit, excluding home equity lines of credit; Year-over-year growth; Canada",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c2s2
FSR_2017Jun_c2s3,"FSR_2017Jun_c2s3","June 2017 FSR; Chart 2; Disposable income; Year-over-year growth; Canada",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c2s3
FSR_2017Jun_c3s1,"FSR_2017Jun_c3s1","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Québec",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s1
FSR_2017Jun_c3s2,"FSR_2017Jun_c3s2","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Halifax",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s2
FSR_2017Jun_c3s3,"FSR_2017Jun_c3s3","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Ottawa-Gatineau",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s3
FSR_2017Jun_c3s4,"FSR_2017Jun_c3s4","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Montréal",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s4
FSR_2017Jun_c3s5,"FSR_2017Jun_c3s5","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Winnipeg",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s5
FSR_2017Jun_c3s6,"FSR_2017Jun_c3s6","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Hamilton",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s6
FSR_2017Jun_c3s7,"FSR_2017Jun_c3s7","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Edmonton",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s7
FSR_2017Jun_c3s8,"FSR_2017Jun_c3s8","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Victoria",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s8
FSR_2017Jun_c3s9,"FSR_2017Jun_c3s9","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Calgary",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s9
FSR_2017Jun_c3s10,"FSR_2017Jun_c3s10","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Vancouver",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s10
FSR_2017Jun_c3s11,"FSR_2017Jun_c3s11","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Toronto",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s11
FSR_2017Jun_c3s12,"FSR_2017Jun_c3s12","June 2017 FSR; Chart 3; Percentage of new mortgages (used to purchase) that have a loan-to-income ratio greater than 450 per cent, first quarter of each year; Total Canada",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c3s12
FSR_2017Jun_c4s1,"FSR_2017Jun_c4s1","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Edmonton",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s1
FSR_2017Jun_c4s2,"FSR_2017Jun_c4s2","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Halifax",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s2
FSR_2017Jun_c4s3,"FSR_2017Jun_c4s3","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Winnipeg",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s3
FSR_2017Jun_c4s4,"FSR_2017Jun_c4s4","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Calgary",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s4
FSR_2017Jun_c4s5,"FSR_2017Jun_c4s5","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Québec",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s5
FSR_2017Jun_c4s6,"FSR_2017Jun_c4s6","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Ottawa-Gatineau",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s6
FSR_2017Jun_c4s7,"FSR_2017Jun_c4s7","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Montréal",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s7
FSR_2017Jun_c4s8,"FSR_2017Jun_c4s8","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Hamilton",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s8
FSR_2017Jun_c4s9,"FSR_2017Jun_c4s9","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Victoria",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s9
FSR_2017Jun_c4s10,"FSR_2017Jun_c4s10","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Toronto",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s10
FSR_2017Jun_c4s11,"FSR_2017Jun_c4s11","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Vancouver",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s11
FSR_2017Jun_c4s12,"FSR_2017Jun_c4s12","June 2017 FSR; Chart 4; Percentage of new mortgages (used to purchase) that are low-ratio; Total Canada",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c4s12
FSR_2017Jun_c5s1,"FSR_2017Jun_c5s1","June 2017 FSR; Chart 5; The share of resales valued at $1 million or more; Greater Toronto Area",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c5s1
FSR_2017Jun_c5s2,"FSR_2017Jun_c5s2","June 2017 FSR; Chart 5; The share of resales valued at $1 million or more; Greater Vancouver Area",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c5s2
FSR_2017Jun_c6s1,"FSR_2017Jun_c6s1","June 2017 FSR; Chart 6; Year-over-year growth in quality-adjusted benchmark prices; Greater Vancouver Area, Vancouver Island, Victoria and Fraser Valley",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c6s1
FSR_2017Jun_c6s2,"FSR_2017Jun_c6s2","June 2017 FSR; Chart 6; Year-over-year growth in quality-adjusted benchmark prices; Greater Toronto Area",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c6s2
FSR_2017Jun_c6s3,"FSR_2017Jun_c6s3","June 2017 FSR; Chart 6; Year-over-year growth in quality-adjusted benchmark prices; Calgary, Saskatoon and Regina",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c6s3
FSR_2017Jun_c6s4,"FSR_2017Jun_c6s4","June 2017 FSR; Chart 6; Year-over-year growth in quality-adjusted benchmark prices; Ottawa, Montréal and Moncton",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c6s4
FSR_2017Jun_c6s5,"FSR_2017Jun_c6s5","June 2017 FSR; Chart 6; Year-over-year growth in quality-adjusted benchmark prices; Canada",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c6s5
FSR_2017Jun_c7s1,"FSR_2017Jun_c7s1","June 2017 FSR; Chart 7; Three-month annualized growth rate in quality-adjusted house prices; Seasonally adjusted; Greater Vancouver Area",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c7s1
FSR_2017Jun_c7s2,"FSR_2017Jun_c7s2","June 2017 FSR; Chart 7; Annualized resales; Seasonally adjusted; Greater Vancouver Area; Thousands of units",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c7s2
FSR_2017Jun_c8s1,"FSR_2017Jun_c8s1","June 2017 FSR; Chart 8; Three-month seasonally adjusted annual rates in the Greater Toronto Area; Condos",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c8s1
FSR_2017Jun_c8s2,"FSR_2017Jun_c8s2","June 2017 FSR; Chart 8; Three-month seasonally adjusted annual rates in the Greater Toronto Area; Single-family homes",https://www.bankofcanada.ca/valet/series/FSR_2017Jun_c8s2
V36624,"Total liabilities and equity","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V36624
V36653,"Treasury Bills","Assets - Government of Canada direct and guaranteed securities",https://www.bankofcanada.ca/valet/series/V36653
V36655,"3 years and under","Assets - Government of Canada direct and guaranteed securities - Government of Canada Bonds",https://www.bankofcanada.ca/valet/series/V36655
V36656,"3-5 years","Assets - Government of Canada direct and guaranteed securities - Government of Canada Bonds",https://www.bankofcanada.ca/valet/series/V36656
V36657,"5-10 years","Assets - Government of Canada direct and guaranteed securities - Government of Canada Bonds",https://www.bankofcanada.ca/valet/series/V36657
V36658,"Over 10 years","Assets - Government of Canada direct and guaranteed securities - Government of Canada Bonds",https://www.bankofcanada.ca/valet/series/V36658
V36654,"Total Government of Canada Bonds","Assets - Government of Canada direct and guaranteed securities - Government of Canada Bonds",https://www.bankofcanada.ca/valet/series/V36654
V36652,"Total","Assets - Government of Canada direct and guaranteed securities",https://www.bankofcanada.ca/valet/series/V36652
V36663,"Advances to members of Payments Canada","Assets - Loans and receivables",https://www.bankofcanada.ca/valet/series/V36663
V36670,"Securities purchased under resale agreements","Assets - Loans and receivables",https://www.bankofcanada.ca/valet/series/V36670
V41550172,"Other loans and receivables","Assets - Loans and receivables",https://www.bankofcanada.ca/valet/series/V41550172
V36660,"Other investments","Assets",https://www.bankofcanada.ca/valet/series/V36660
V36661,"Cash and foreign currency deposits","Assets",https://www.bankofcanada.ca/valet/series/V36661
V36659,"All other assets","Assets",https://www.bankofcanada.ca/valet/series/V36659
V36651,"Total assets","Assets",https://www.bankofcanada.ca/valet/series/V36651
V36672,"Notes in circulation","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V36672
V36677,"Government of Canada","Liabilities and equity - Canadian dollar deposits",https://www.bankofcanada.ca/valet/series/V36677
V41886561,"Members of Payments Canada","Liabilities and equity - Canadian dollar deposits",https://www.bankofcanada.ca/valet/series/V41886561
V36681,"Other","Liabilities and equity - Canadian dollar deposits",https://www.bankofcanada.ca/valet/series/V36681
V36682,"Foreign currency liabilities","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V36682
V36684,"All other liabilities","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V36684
V41886562,"Securities sold under repurchase agreements","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V41886562
V41886563,"Equity","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V41886563
V36671,"Total liabilities and equity","Liabilities and equity",https://www.bankofcanada.ca/valet/series/V36671
MMTGOCTB.DALL,"Total trading","Government of Canada treasury bills",https://www.bankofcanada.ca/valet/series/MMTGOCTB.DALL
MMTGOCTBPT.DALL,"Of which: Pre-auction trades","Government of Canada treasury bills",https://www.bankofcanada.ca/valet/series/MMTGOCTBPT.DALL
MMTFCC.DALL,"Federal Crown corporation securities","",https://www.bankofcanada.ca/valet/series/MMTFCC.DALL
MMTPS.DALL,"Provincial securities","",https://www.bankofcanada.ca/valet/series/MMTPS.DALL
MMTBA.DALL,"Bankers' acceptances","",https://www.bankofcanada.ca/valet/series/MMTBA.DALL
MMTCFCP.DALL,"Corporate and finance company paper","",https://www.bankofcanada.ca/valet/series/MMTCFCP.DALL
MMTABP.DALL,"Asset-backed paper","",https://www.bankofcanada.ca/valet/series/MMTABP.DALL
MMTBCP.DALL,"Banks","Banks, trust, and mortgage company paper",https://www.bankofcanada.ca/valet/series/MMTBCP.DALL
MMTTCP.DALL,"Trust companies","Banks, trust, and mortgage company paper",https://www.bankofcanada.ca/valet/series/MMTTCP.DALL
MMTMCP.DALL,"Mortgage companies","Banks, trust, and mortgage company paper",https://www.bankofcanada.ca/valet/series/MMTMCP.DALL
MMTBTMCP.DALL,"Total ","Banks, trust, and mortgage company paper",https://www.bankofcanada.ca/valet/series/MMTBTMCP.DALL
MMTOD.DALL,"Other domestic money market securities","",https://www.bankofcanada.ca/valet/series/MMTOD.DALL
MMTTD.DALL,"Total domestic money market trading","",https://www.bankofcanada.ca/valet/series/MMTTD.DALL
BMTGOCS.DALL,"Government of Canada bonds","Strip bond trading (coupons and residuals)",https://www.bankofcanada.ca/valet/series/BMTGOCS.DALL
BMTPGS.DALL,"Provincial bonds","Strip bond trading (coupons and residuals)",https://www.bankofcanada.ca/valet/series/BMTPGS.DALL
BMTODSF,"Other domestic bonds","Strip bond trading (coupons and residuals)",https://www.bankofcanada.ca/valet/series/BMTODSF
BMTTS.DALL,"Total","Strip bond trading (coupons and residuals)",https://www.bankofcanada.ca/valet/series/BMTTS.DALL
MMRGOCTB.DALL,"Government of Canada treasury bills","Repos",https://www.bankofcanada.ca/valet/series/MMRGOCTB.DALL
MMRODF,"Other domestic money market securities","Repos",https://www.bankofcanada.ca/valet/series/MMRODF
MMRTD.DALL,"Total domestic money market","Repos",https://www.bankofcanada.ca/valet/series/MMRTD.DALL
BMRGOCT.DALL,"Government of Canada bonds","Repos",https://www.bankofcanada.ca/valet/series/BMRGOCT.DALL
BMRODF,"Other domestic bonds","Repos",https://www.bankofcanada.ca/valet/series/BMRODF
BMRTD.DALL,"Total domestic bond market","Repos",https://www.bankofcanada.ca/valet/series/BMRTD.DALL
DTBOCTBUAW,"Treasury bills","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/DTBOCTBUAW
DTBOCBDUAW,"Bonds","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/DTBOCBDUAW
DTBOCBDIW,"Bonds inflation adjustment","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/DTBOCBDIW
DTBOCBDIAW,"Bonds (inflation adjusted)","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/DTBOCBDIAW
DTBOCTOTUAW,"Total","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/DTBOCTOTUAW
DTBOCTOTIAW,"Total (inflation adjusted)","Securities - Bank of Canada",https://www.bankofcanada.ca/valet/series/DTBOCTOTIAW
DTGOCTBUAW,"Treasury bills","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/DTGOCTBUAW
DTGOCBDUAW,"Bonds","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/DTGOCBDUAW
DTGOCSTIUAW,"Short-term instruments","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/DTGOCSTIUAW
DTGOCTOTUAW,"Total","Securities - Government of Canada accounts",https://www.bankofcanada.ca/valet/series/DTGOCTOTUAW
DTGPTBUAW,"Treasury bills","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPTBUAW
DTGPCBILLUAW,"Canada Bills issued in U.S. dollars","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPCBILLUAW
DTGPOTHUAW,"Marketable bonds and notes","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPOTHUAW
DTGPOTHIW,"Marketable bonds and notes inflation adjustment","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPOTHIW
DTGPOTHIAW,"Marketable bonds and notes (inflation adjusted)","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPOTHIAW
DTCSBORIUAW,"Retail debt","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTCSBORIUAW
DTGPTOTUAW,"Total","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPTOTUAW
DTGPTOTIAW,"Total (inflation adjusted)","Securities - General Public",https://www.bankofcanada.ca/valet/series/DTGPTOTIAW
DTTOTUAW,"Total securities outstanding","Securities",https://www.bankofcanada.ca/valet/series/DTTOTUAW
DTTOTIAW,"Total securities outstanding (inflation adjusted)","Securities",https://www.bankofcanada.ca/valet/series/DTTOTIAW
GOCCADDEPBOC,"Bank of Canada","Held at",https://www.bankofcanada.ca/valet/series/GOCCADDEPBOC
GOCCADDEPAP,"Auction Participants","Held at",https://www.bankofcanada.ca/valet/series/GOCCADDEPAP
GOCCADDEPTOT,"Total","Held at",https://www.bankofcanada.ca/valet/series/GOCCADDEPTOT
V15943317,"U.S. dollars","Canada's Official International Reserves",https://www.bankofcanada.ca/valet/series/V15943317
V15943318,"Other Foreign Currencies","Canada's Official International Reserves",https://www.bankofcanada.ca/valet/series/V15943318
V15943319,"Gold","Canada's Official International Reserves",https://www.bankofcanada.ca/valet/series/V15943319
V15943320,"Special Drawing Rights","Canada's Official International Reserves",https://www.bankofcanada.ca/valet/series/V15943320
V15943321,"Reserve position in International Monetary Fund (IMF)","Canada's Official International Reserves",https://www.bankofcanada.ca/valet/series/V15943321
V15943316,"Total","Canada's Official International Reserves",https://www.bankofcanada.ca/valet/series/V15943316
V36690,"Bank of Canada notes and coin","Canadian dollar assets - Liquid assets",https://www.bankofcanada.ca/valet/series/V36690
V36691,"Bank of Canada deposits","Canadian dollar assets - Liquid assets",https://www.bankofcanada.ca/valet/series/V36691
V36693,"Treasury bills (amortized value)","Canadian dollar assets - Liquid assets",https://www.bankofcanada.ca/valet/series/V36693
V36695,"3 years and under","Canadian dollar assets - Liquid assets - Government of Canada direct and guaranteed bonds",https://www.bankofcanada.ca/valet/series/V36695
V36696,"Over 3 years","Canadian dollar assets - Liquid assets - Government of Canada direct and guaranteed bonds",https://www.bankofcanada.ca/valet/series/V36696
V36697,"Call and short loans","Canadian dollar assets - Liquid assets",https://www.bankofcanada.ca/valet/series/V36697
V36702,"Short-term paper","Canadian dollar assets - Liquid assets - Holdings of selected short-term assets",https://www.bankofcanada.ca/valet/series/V36702
V36882,"Holdings of selected short-term assets","Canadian dollar assets - Liquid assets",https://www.bankofcanada.ca/valet/series/V36882
V36853,"Total short-term paper and Chartered bank instruments","Canadian dollar assets - Liquid assets",https://www.bankofcanada.ca/valet/series/V36853
V36867,"Personal loan plans","Canadian dollar assets - Less liquid assets - Non-mortgage loans - Personal",https://www.bankofcanada.ca/valet/series/V36867
V36868,"Credit cards","Canadian dollar assets - Less liquid assets - Non-mortgage loans - Personal",https://www.bankofcanada.ca/valet/series/V36868
V36869,"Personal lines of credit","Canadian dollar assets - Less liquid assets - Non-mortgage loans - Personal",https://www.bankofcanada.ca/valet/series/V36869
V36870,"Other","Canadian dollar assets - Less liquid assets - Non-mortgage loans - Personal",https://www.bankofcanada.ca/valet/series/V36870
V36717,"Total","Canadian dollar assets - Less liquid assets - Non-mortgage loans - Personal",https://www.bankofcanada.ca/valet/series/V36717
V36720,"Federal government, provinces, and municipalities and school corporations","Canadian dollar assets - Less liquid assets - Non-mortgage loans",https://www.bankofcanada.ca/valet/series/V36720
V36862,"Reverse repos","Canadian dollar assets - Less liquid assets - Non-mortgage loans - To Canadian residents for business purposes",https://www.bankofcanada.ca/valet/series/V36862
V36863,"Total","Canadian dollar assets - Less liquid assets - Non-mortgage loans - To Canadian residents for business purposes - Business loans",https://www.bankofcanada.ca/valet/series/V36863
V36864,"Of which: Inter-bank loans","Canadian dollar assets - Less liquid assets - Non-mortgage loans - To Canadian residents for business purposes - Business loans",https://www.bankofcanada.ca/valet/series/V36864
V36719,"Leasing receivables","Canadian dollar assets - Less liquid assets - Non-mortgage loans",https://www.bankofcanada.ca/valet/series/V36719
V36859,"Reverse repos","Canadian dollar assets - Less liquid assets - Non-mortgage loans - To non-residents for business purposes",https://www.bankofcanada.ca/valet/series/V36859
V36860,"Business loans","Canadian dollar assets - Less liquid assets - Non-mortgage loans - To non-residents for business purposes",https://www.bankofcanada.ca/valet/series/V36860
